address_id,line1,city,state,postal_code,country,geo_lat,geo_lon
ADDR00209,28023 Martinez Mill Suite 359,North Nicolechester,Louisiana,02655,India,14.365906,81.778954
ADDR00210,056 Erika Roads Apt. 103,Lake Davidstad,Kentucky,93285,India,30.09318,70.112019
ADDR00211,54304 Hunter Well,East Josephstad,Connecticut,43944,India,18.775466,86.263196
ADDR00212,27352 Watkins Point Suite 980,Jenniferville,Arizona,18366,India,13.055316,88.194273
ADDR00213,403 Jessica Ferry,Flemingchester,Louisiana,43561,India,20.853806,75.075549
ADDR00214,49729 Chase Place Suite 825,Janetview,New Hampshire,32394,India,25.057508,68.1608
ADDR00215,66418 Johnson Mountain,Lake James,Illinois,94201,India,27.525076,90.331339
ADDR00216,17872 Richard Crossing,East Randallmouth,Mississippi,69108,India,10.77127,80.32924
ADDR00217,6706 Moore Corner,Zhangborough,Wisconsin,95799,India,12.573054,95.781015
ADDR00218,5111 Robinson Loop,Garretthaven,Rhode Island,55837,India,21.466902,69.456333
ADDR00219,308 Hill Drive,Jesuston,Kansas,85299,India,14.479155,92.601754
ADDR00220,435 Douglas Garden,Nealshire,Michigan,59530,India,19.868007,91.241081
ADDR00221,038 Cole Port Apt. 053,East Jamesfurt,Tennessee,30868,India,25.357021,96.648881
ADDR00222,6661 Castro Inlet Suite 828,North Marytown,Texas,34333,India,23.48176,95.551149
ADDR00223,1656 Anderson Mission Apt. 154,South Brendaton,Nevada,82821,India,31.177074,85.766917
ADDR00224,9559 Long Spring Suite 019,Nguyenland,North Dakota,31444,India,26.701123,82.638567
ADDR00225,9643 Jones Springs Apt. 191,Simsside,Missouri,62377,India,29.594798,83.888287
ADDR00226,563 Jaclyn Stravenue,Kentport,Washington,11437,India,31.327411,89.566008
ADDR00227,32237 William Corners,Jenniferview,Tennessee,65681,India,20.341535,75.516555
ADDR00228,2841 Gray Mountain Suite 677,North Scott,Arizona,92325,India,14.428233,86.492182
ADDR00229,608 Anderson Port,New Ian,Alabama,68720,India,27.911156,83.117695
ADDR00230,652 Barr Cove,West Zachary,Minnesota,52803,India,24.295459,75.963326
ADDR00231,2371 Derek Mall Suite 961,East Christopherside,Florida,71114,India,10.014567,76.286116
ADDR00232,049 Andrea Prairie,Benjaminstad,Texas,29126,India,15.064593,77.271577
ADDR00233,5075 Shelley Groves Apt. 537,Joehaven,Maine,48498,India,22.043958,72.012848
ADDR00234,787 Blevins Mountain,Kevinland,Kansas,19716,India,14.012798,88.124545
ADDR00235,15676 Jacob Streets Apt. 076,New Hectorview,Minnesota,56564,India,26.366898,69.862637
ADDR00236,583 Mike Plaza,Lindabury,Washington,08529,India,18.597584,83.735723
ADDR00237,614 Anthony Trail Suite 283,East Gregoryville,South Dakota,88491,India,18.81013,73.998197
ADDR00238,495 Jackson Cliffs,South Lauren,South Dakota,89080,India,18.923731,94.240316
ADDR00239,73071 Julie Garden,East Monique,Utah,85086,India,23.186065,88.170167
ADDR00240,49991 Joshua Creek Suite 852,West Teresa,South Dakota,52580,India,30.275033,90.202243
ADDR00241,66428 Laura Rapid,Abigailbury,Connecticut,93981,India,17.889907,68.170986
ADDR00242,3589 Ramirez Forks,North Amy,Georgia,01377,India,17.145729,89.850779
ADDR00243,241 Barnes Stream,Gomezhaven,Arkansas,54176,India,30.189647,95.64948
ADDR00244,58712 Cassie Tunnel,Port Jimchester,Alaska,97972,India,18.894553,89.677954
ADDR00245,046 Paul Junction,North Jennifer,Rhode Island,96373,India,22.19944,85.494325
ADDR00246,934 Gary Way,Annmouth,North Dakota,36264,India,13.734006,74.363227
ADDR00247,925 David Rapids Apt. 645,Brandonland,Oregon,37004,India,19.331735,68.84172
ADDR00248,1515 Catherine Isle,New Justin,Utah,36270,India,16.739368,87.695115
ADDR00249,953 Nicholas Place Suite 350,Port Evanburgh,Indiana,87165,India,18.512233,72.786297
ADDR00250,81210 Miller Expressway,Lake Paulborough,Wisconsin,24970,India,20.152144,71.701206
ADDR00251,8864 Cooper Ranch Suite 520,Kimberlyview,Delaware,60914,India,24.178681,68.782027
ADDR00252,3384 Clark Fords Suite 913,Hammondfurt,Kansas,06502,India,18.244527,84.367368
ADDR00253,52494 Wolf Trail Apt. 781,South Brandonburgh,Montana,40885,India,8.704653,86.63974
ADDR00254,629 Douglas Vista Apt. 588,East Davidtown,Nebraska,59301,India,11.528187,81.389255
ADDR00255,0054 Figueroa Wall Apt. 166,Vincentfort,Arizona,78381,India,9.3074,78.994012
ADDR00256,915 Bennett Street,Erinton,West Virginia,79335,India,13.503167,77.478528
ADDR00257,425 Zachary Turnpike Apt. 004,Harrychester,Massachusetts,39515,India,27.791972,78.99466
ADDR00258,0364 Tara Garden Suite 415,East Williamfort,Minnesota,49608,India,27.552255,92.125804
ADDR00259,5578 Cohen Knoll Apt. 195,Morganview,Tennessee,03526,India,14.55906,70.375281
ADDR00260,006 Maxwell Inlet Suite 286,Ramosborough,Arkansas,46996,India,8.503965,83.643152
ADDR00261,3463 Victoria Crossroad Suite 581,Katherineburgh,Indiana,47389,India,33.997604,78.14885
ADDR00262,42434 Smith Branch Suite 370,Leahfurt,Minnesota,22668,India,24.903746,90.655758
ADDR00263,49941 Joshua Loop,Dakotabury,North Carolina,20736,India,24.945621,89.872763
ADDR00264,68862 Greer Trail Suite 597,Ericborough,Pennsylvania,67480,India,32.689905,73.78146
ADDR00265,810 Sampson Wells,East Julie,California,11978,India,8.52988,72.419088
ADDR00266,62524 Allen Inlet,Cameronbury,Vermont,18511,India,11.281745,87.414306
ADDR00267,84181 Mcmillan Stream,South Brett,Vermont,08160,India,22.663209,74.320972
ADDR00268,708 Holden Junctions Apt. 880,Brownborough,California,23349,India,26.186089,90.240045
ADDR00269,6598 Rose Track Suite 258,West Stephanieland,Utah,95556,India,12.362518,85.610177
ADDR00270,833 Robert Drive Suite 019,Rickberg,Illinois,18397,India,27.446067,71.321453
ADDR00271,46781 Cameron Passage Suite 148,Port Anthony,Oklahoma,40565,India,29.301831,95.976902
ADDR00272,153 Charlotte Rue,Jasonchester,Vermont,18145,India,10.810567,68.744674
ADDR00273,31864 Nancy Summit,Mckayhaven,Maryland,29037,India,16.110888,87.643071
ADDR00274,05618 Evans Shore Suite 265,Danielshire,Nevada,36113,India,32.912494,79.502979
ADDR00275,32318 Gary Rapids Suite 679,Toddbury,Montana,63569,India,26.590382,70.203898
ADDR00276,45113 Gary Plaza,Lake Kevinfurt,Massachusetts,05461,India,25.955975,86.190029
ADDR00277,298 James Wall,Maryland,Connecticut,47074,India,10.649434,90.401946
ADDR00278,542 Brian Avenue,Alexanderland,Alaska,04040,India,30.107624,85.411937
ADDR00279,083 Morales Club Suite 490,Merrittview,North Carolina,14974,India,11.147432,96.531486
ADDR00280,3012 Scott Groves Apt. 149,New Ambermouth,Vermont,38362,India,28.348519,78.068909
ADDR00281,1117 Joshua Lakes,West Kelsey,Maryland,55313,India,19.137828,78.746555
ADDR00282,806 Ana Track,North Michelle,North Dakota,86155,India,21.154981,77.895704
ADDR00283,965 Johnson Path,Valdezmouth,Washington,89388,India,30.088966,91.847597
ADDR00284,077 Robles Roads Apt. 079,West Timothyview,Tennessee,34032,India,10.744011,95.862839
ADDR00285,558 Justin Tunnel,Lake Martin,Kentucky,75064,India,24.525213,92.032512
ADDR00286,4654 Garza Run Suite 798,Johnsonbury,Arizona,97258,India,26.390025,80.629127
ADDR00287,9790 Huang Cliffs Suite 155,East James,North Dakota,14583,India,27.078678,95.998738
ADDR00288,591 Kristin Path,Alexanderport,Alabama,11287,India,15.022142,91.437777
ADDR00289,985 Taylor Crossroad Apt. 171,South Anna,Mississippi,34366,India,21.992496,82.021428
ADDR00290,8760 Abigail Cape,South Scottchester,California,87419,India,19.324937,89.19976
ADDR00291,550 Johnny Common,West Jamesfurt,Nevada,46321,India,14.978284,92.699682
